"baseline_design","n_processes","mean_length","beta_true","comparator","metric","mean_advantage","standard_error","ci_lower","ci_upper","win_rate"
"unequal",300,12,0.8,"Dual-clock model","full_logloss",0.000180938843196537,2.2351367742248e-05,0.000137130162421731,0.000224747523971343,0.69
"unequal",300,12,0.8,"Dual-clock model","full_brier",0.000106424806594938,1.31439519261229e-05,8.06626608197367e-05,0.000132186952370139,0.7
"common",500,12,0.8,"Dual-clock model","departure_logloss",7.54405880926097e-05,1.15156459156965e-05,5.28699220978447e-05,9.80112540873748e-05,0.663333333333333
"common",500,12,0.8,"Dual-clock model","departure_brier",3.30165497892343e-05,5.06398006198316e-06,2.30911488677473e-05,4.29419507107213e-05,0.666666666666667
"common",500,12,0.8,"Dual-clock model","full_logloss",7.54405880926005e-05,1.15156459156966e-05,5.28699220978352e-05,9.80112540873658e-05,0.663333333333333
"common",500,12,0.8,"Dual-clock model","full_brier",4.09209800578751e-05,6.49030301707245e-06,2.81999861444131e-05,5.36419739713371e-05,0.653333333333333
"unequal",500,12,0.8,"Dual-clock model","departure_logloss",0.000103458387008917,1.18268311890107e-05,8.02777978784557e-05,0.000126638976139378,0.683333333333333
"unequal",500,12,0.8,"Dual-clock model","departure_brier",4.6865489081154e-05,5.35360020093286e-06,3.63724326873256e-05,5.73585454749824e-05,0.676666666666667
"unequal",500,12,0.8,"Dual-clock model","full_logloss",0.000103458387008912,1.1826831189011e-05,8.02777978784507e-05,0.000126638976139374,0.683333333333333
"unequal",500,12,0.8,"Dual-clock model","full_brier",5.9297583369573e-05,6.87711086881144e-06,4.58184460667026e-05,7.27767206724434e-05,0.673333333333333
"common",100,20,0.8,"Dual-clock model","departure_logloss",0.00027459340242842,3.76631752941716e-05,0.000200773578851844,0.000348413226004996,0.656666666666667
"common",100,20,0.8,"Dual-clock model","departure_brier",0.000118977596148694,1.61266662397113e-05,8.736933031886e-05,0.000150585861978528,0.663333333333333
"common",100,20,0.8,"Dual-clock model","full_logloss",0.000274593402428416,3.76631752941714e-05,0.00020077357885184,0.000348413226004992,0.656666666666667
"common",100,20,0.8,"Dual-clock model","full_brier",0.000154527204676462,2.07790390709564e-05,0.000113800288097387,0.000195254121255537,0.656666666666667
"unequal",100,20,0.8,"Dual-clock model","departure_logloss",0.000263171205841081,3.66860145452879e-05,0.000191266617332317,0.000335075794349845,0.686666666666667
"unequal",100,20,0.8,"Dual-clock model","departure_brier",0.000117153593970976,1.65526575221307e-05,8.47103852275995e-05,0.000149596802714352,0.686666666666667
"unequal",100,20,0.8,"Dual-clock model","full_logloss",0.000263171205841084,3.66860145452877e-05,0.00019126661733232,0.000335075794349848,0.686666666666667
"unequal",100,20,0.8,"Dual-clock model","full_brier",0.000146760211877917,2.11736433267112e-05,0.000105259870957563,0.00018826055279827,0.673333333333333
"common",184,20,0.8,"Dual-clock model","departure_logloss",0.000116434594106913,1.71300971289705e-05,8.28596037341305e-05,0.000150009584479695,0.636666666666667
"common",184,20,0.8,"Dual-clock model","departure_brier",5.01499990065312e-05,7.40155400865056e-06,3.56429531495761e-05,6.46570448634863e-05,0.633333333333333
"common",184,20,0.8,"Dual-clock model","full_logloss",0.000116434594106917,1.71300971289708e-05,8.28596037341342e-05,0.0001500095844797,0.636666666666667
"common",184,20,0.8,"Dual-clock model","full_brier",6.42367673106784e-05,9.37827321386505e-06,4.5855351811503e-05,8.26181828098539e-05,0.63
"unequal",184,20,0.8,"Dual-clock model","departure_logloss",0.00016629606836298,2.21543572505018e-05,0.000122873528151997,0.000209718608573964,0.683333333333333
"unequal",184,20,0.8,"Dual-clock model","departure_brier",7.49173728222914e-05,9.90878907869853e-06,5.54961462280422e-05,9.43385994165405e-05,0.68
"unequal",184,20,0.8,"Dual-clock model","full_logloss",0.000166296068362985,2.21543572505019e-05,0.000122873528152001,0.000209718608573968,0.683333333333333
"unequal",184,20,0.8,"Dual-clock model","full_brier",9.79372088975132e-05,1.30190679274399e-05,7.24198357597309e-05,0.000123454582035295,0.7
"common",300,20,0.8,"Dual-clock model","departure_logloss",9.06566991798585e-05,1.12342428422786e-05,6.86375832089924e-05,0.000112675815150725,0.656666666666667
"common",300,20,0.8,"Dual-clock model","departure_brier",3.93041091653606e-05,4.87013232958879e-06,2.97586497993666e-05,4.88495685313547e-05,0.67
"common",300,20,0.8,"Dual-clock model","full_logloss",9.06566991798622e-05,1.12342428422791e-05,6.86375832089952e-05,0.000112675815150729,0.656666666666667
"common",300,20,0.8,"Dual-clock model","full_brier",4.95213149652829e-05,6.34949735642671e-06,3.70763001466865e-05,6.19663297838792e-05,0.66
"unequal",300,20,0.8,"Dual-clock model","departure_logloss",7.7309334988754e-05,1.14032408316946e-05,5.49589829586327e-05,9.96596870188753e-05,0.646666666666667
"unequal",300,20,0.8,"Dual-clock model","departure_brier",3.43520308888315e-05,5.14126489898688e-06,2.42751516868172e-05,4.44289100908458e-05,0.643333333333333
"unequal",300,20,0.8,"Dual-clock model","full_logloss",7.73093349887695e-05,1.14032408316952e-05,5.49589829586469e-05,9.96596870188922e-05,0.646666666666667
"unequal",300,20,0.8,"Dual-clock model","full_brier",4.44581977490029e-05,6.56315428784102e-06,3.15944153448345e-05,5.73219801531713e-05,0.646666666666667
"common",500,20,0.8,"Dual-clock model","departure_logloss",4.34286630184422e-05,6.60404961294542e-06,3.04847257770691e-05,5.63726002598152e-05,0.626666666666667
"common",500,20,0.8,"Dual-clock model","departure_brier",1.89686487655888e-05,2.86162316781483e-06,1.33598673566717e-05,2.45774301745059e-05,0.62
"common",500,20,0.8,"Dual-clock model","full_logloss",4.34286630184388e-05,6.60404961294506e-06,3.04847257770665e-05,5.63726002598112e-05,0.626666666666667
"common",500,20,0.8,"Dual-clock model","full_brier",2.38987090465766e-05,3.64543325962187e-06,1.67536598577177e-05,3.10437582354355e-05,0.626666666666667
"unequal",500,20,0.8,"Dual-clock model","departure_logloss",4.51310789999126e-05,7.6760195015241e-06,3.00860807769254e-05,6.01760772228999e-05,0.64
"unequal",500,20,0.8,"Dual-clock model","departure_brier",1.96538998399545e-05,3.37981803614821e-06,1.3029456489104e-05,2.6278343190805e-05,0.62
"unequal",500,20,0.8,"Dual-clock model","full_logloss",4.51310789999101e-05,7.67601950152415e-06,3.00860807769227e-05,6.01760772228974e-05,0.64
"unequal",500,20,0.8,"Dual-clock model","full_brier",2.49624176101112e-05,4.37512296912945e-06,1.63871765906174e-05,3.35376586296049e-05,0.61
"common",100,8,0,"Global alpha-beta model","departure_logloss",0.00127207896767461,0.00012970790337913,0.00101785147705152,0.00152630645829771,0.706666666666667
"common",100,8,0,"Global alpha-beta model","departure_brier",0.000510369034865439,5.40921603865687e-05,0.000404348400507764,0.000616389669223113,0.696666666666667
"common",100,8,0,"Global alpha-beta model","full_logloss",0.00127207896767461,0.00012970790337913,0.00101785147705152,0.00152630645829771,0.706666666666667
"common",100,8,0,"Global alpha-beta model","full_brier",0.000643454410979625,6.95325031266046e-05,0.00050717070485148,0.00077973811710777,0.693333333333333
"unequal",100,8,0,"Global alpha-beta model","departure_logloss",0.00109166023399867,0.000154790884105226,0.000788270101152424,0.00139505036684491,0.71
"unequal",100,8,0,"Global alpha-beta model","departure_brier",0.000435364211617393,5.883759388161e-05,0.000320042527609437,0.000550685895625349,0.713333333333333
"unequal",100,8,0,"Global alpha-beta model","full_logloss",0.00109166023399867,0.000154790884105226,0.000788270101152432,0.00139505036684492,0.71
"unequal",100,8,0,"Global alpha-beta model","full_brier",0.000551576625332997,7.58427080954116e-05,0.00040292491746599,0.000700228333200004,0.716666666666667
"common",184,8,0,"Global alpha-beta model","departure_logloss",0.000655216895514475,6.65498732891416e-05,0.000524779143867758,0.000785654647161193,0.746666666666667
"common",184,8,0,"Global alpha-beta model","departure_brier",0.000272159937636075,2.78349782119891e-05,0.000217603380340576,0.000326716494931574,0.75
"common",184,8,0,"Global alpha-beta model","full_logloss",0.000655216895514471,6.65498732891421e-05,0.000524779143867753,0.00078565464716119,0.746666666666667
"common",184,8,0,"Global alpha-beta model","full_brier",0.00034610044486566,3.55567540390383e-05,0.000276409206949145,0.000415791682782175,0.756666666666667
"unequal",184,8,0,"Global alpha-beta model","departure_logloss",0.000646891007228676,6.74046328670361e-05,0.000514777926809286,0.000779004087648067,0.72
"unequal",184,8,0,"Global alpha-beta model","departure_brier",0.000278764500818294,3.00953540838261e-05,0.000219777606813995,0.000337751394822593,0.716666666666667
"unequal",184,8,0,"Global alpha-beta model","full_logloss",0.000646891007228683,6.74046328670362e-05,0.000514777926809293,0.000779004087648074,0.72
"unequal",184,8,0,"Global alpha-beta model","full_brier",0.000360226469715409,3.86254456138627e-05,0.000284520596312238,0.00043593234311858,0.713333333333333
"common",300,8,0,"Global alpha-beta model","departure_logloss",0.00037417701005444,4.22564853833932e-05,0.00029135429870299,0.000456999721405891,0.693333333333333
"common",300,8,0,"Global alpha-beta model","departure_brier",0.000155940871807181,1.78848786097415e-05,0.000120886509732088,0.000190995233882274,0.683333333333333
"common",300,8,0,"Global alpha-beta model","full_logloss",0.000374177010054445,4.22564853833932e-05,0.000291354298702995,0.000456999721405896,0.693333333333333
"common",300,8,0,"Global alpha-beta model","full_brier",0.000201609572752209,2.33094949294446e-05,0.000155922962690497,0.000247296182813921,0.69
"unequal",300,8,0,"Global alpha-beta model","departure_logloss",0.000293362963794122,4.68194019134428e-05,0.000201596936043774,0.00038512899154447,0.64
"unequal",300,8,0,"Global alpha-beta model","departure_brier",0.000127224765973256,2.14152650972596e-05,8.52508463826276e-05,0.000169198685563885,0.636666666666667
"unequal",300,8,0,"Global alpha-beta model","full_logloss",0.000293362963794113,4.68194019134427e-05,0.000201596936043766,0.000385128991544461,0.64
"unequal",300,8,0,"Global alpha-beta model","full_brier",0.000165102327451761,2.74472742293405e-05,0.000111305669962253,0.000218898984941268,0.63
"common",500,8,0,"Global alpha-beta model","departure_logloss",0.000251138017533142,2.84065805161189e-05,0.000195461119721549,0.000306814915344735,0.686666666666667
"common",500,8,0,"Global alpha-beta model","departure_brier",0.000105160246850037,1.19328407252999e-05,8.17718790284489e-05,0.000128548614671624,0.686666666666667
"common",500,8,0,"Global alpha-beta model","full_logloss",0.000251138017533135,2.84065805161192e-05,0.000195461119721542,0.000306814915344729,0.686666666666667
"common",500,8,0,"Global alpha-beta model","full_brier",0.000133357710009391,1.53118015704573e-05,0.000103346578931295,0.000163368841087487,0.686666666666667
"unequal",500,8,0,"Global alpha-beta model","departure_logloss",0.000239362338834582,2.91171911378339e-05,0.000182292644204427,0.000296432033464736,0.67
"unequal",500,8,0,"Global alpha-beta model","departure_brier",0.000108335320228159,1.33556918878311e-05,8.21581641280106e-05,0.000134512476328308,0.666666666666667
"unequal",500,8,0,"Global alpha-beta model","full_logloss",0.000239362338834581,2.91171911378343e-05,0.000182292644204426,0.000296432033464736,0.67
"unequal",500,8,0,"Global alpha-beta model","full_brier",0.00013675180319595,1.70591512266287e-05,0.000103315866791758,0.000170187739600142,0.67
"common",100,12,0,"Global alpha-beta model","departure_logloss",0.000577836012220047,8.85786719708773e-05,0.000404221815157127,0.000751450209282966,0.636666666666667
"common",100,12,0,"Global alpha-beta model","departure_brier",0.000231538497888399,3.67839272253358e-05,0.000159442000526741,0.000303634995250057,0.636666666666667
"common",100,12,0,"Global alpha-beta model","full_logloss",0.000577836012220056,8.85786719708775e-05,0.000404221815157136,0.000751450209282976,0.636666666666667
"common",100,12,0,"Global alpha-beta model","full_brier",0.000294877914651635,4.70455806929962e-05,0.000202668576493362,0.000387087252809907,0.633333333333333
"unequal",100,12,0,"Global alpha-beta model","departure_logloss",0.000930306931116501,0.000100663173727232,0.000733007110611127,0.00112760675162187,0.71
"unequal",100,12,0,"Global alpha-beta model","departure_brier",0.000404927170541461,4.5172039252633e-05,0.0003163899736063,0.000493464367476621,0.72
"unequal",100,12,0,"Global alpha-beta model","full_logloss",0.000930306931116485,0.000100663173727232,0.00073300711061111,0.00112760675162186,0.71
"unequal",100,12,0,"Global alpha-beta model","full_brier",0.000522882557568615,5.79144890862566e-05,0.000409370158959552,0.000636394956177678,0.716666666666667
"common",184,12,0,"Global alpha-beta model","departure_logloss",0.000367675023213948,4.88045949241175e-05,0.000272018017162678,0.000463332029265218,0.683333333333333
"common",184,12,0,"Global alpha-beta model","departure_brier",0.000151534576615574,2.06046826472026e-05,0.000111149398627057,0.000191919754604091,0.69
"common",184,12,0,"Global alpha-beta model","full_logloss",0.000367675023213956,4.88045949241174e-05,0.000272018017162686,0.000463332029265226,0.683333333333333
"common",184,12,0,"Global alpha-beta model","full_brier",0.000195877767330227,2.59951739308763e-05,0.000144927226425709,0.000246828308234745,0.696666666666667
"unequal",184,12,0,"Global alpha-beta model","departure_logloss",0.000363375327788922,5.00449153846165e-05,0.000265287293635073,0.00046146336194277,0.683333333333333
"unequal",184,12,0,"Global alpha-beta model","departure_brier",0.000159376346252419,2.26088359845589e-05,0.000115063027722684,0.000203689664782154,0.686666666666667
"unequal",184,12,0,"Global alpha-beta model","full_logloss",0.000363375327788924,5.00449153846166e-05,0.000265287293635076,0.000461463361942773,0.683333333333333
"unequal",184,12,0,"Global alpha-beta model","full_brier",0.000203550424265664,2.9399112536031e-05,0.000145928163695043,0.000261172684836285,0.68
"common",300,12,0,"Global alpha-beta model","departure_logloss",0.000269788642485873,3.11199326852179e-05,0.000208793574422846,0.0003307837105489,0.673333333333333
"common",300,12,0,"Global alpha-beta model","departure_brier",0.000111807094242373,1.30331306671737e-05,8.62621581347128e-05,0.000137352030350034,0.673333333333333
"common",300,12,0,"Global alpha-beta model","full_logloss",0.000269788642485863,3.11199326852184e-05,0.000208793574422835,0.000330783710548891,0.673333333333333
"common",300,12,0,"Global alpha-beta model","full_brier",0.000143444470414404,1.69212932040697e-05,0.000110278735734427,0.000176610205094381,0.666666666666667
"unequal",300,12,0,"Global alpha-beta model","departure_logloss",0.00022768720120726,2.8165652714537e-05,0.000172482521886768,0.000282891880527753,0.676666666666667
"unequal",300,12,0,"Global alpha-beta model","departure_brier",0.000102488387534359,1.27391212411763e-05,7.75197099016537e-05,0.000127457065167065,0.673333333333333
"unequal",300,12,0,"Global alpha-beta model","full_logloss",0.000227687201207258,2.81656527145365e-05,0.000172482521886766,0.000282891880527749,0.676666666666667
"unequal",300,12,0,"Global alpha-beta model","full_brier",0.00013470389328853,1.64367955023185e-05,0.000102487774103986,0.000166920012473074,0.673333333333333
"common",500,12,0,"Global alpha-beta model","departure_logloss",0.000144549778793333,1.84746294453307e-05,0.000108339505080485,0.000180760052506181,0.656666666666667
"common",500,12,0,"Global alpha-beta model","departure_brier",6.07543176455699e-05,7.78217633264545e-06,4.55012520335848e-05,7.6007383257555e-05,0.653333333333333
"common",500,12,0,"Global alpha-beta model","full_logloss",0.000144549778793337,1.84746294453306e-05,0.000108339505080489,0.000180760052506185,0.656666666666667
"common",500,12,0,"Global alpha-beta model","full_brier",7.62175621569775e-05,1.00296330502138e-05,5.65594813785584e-05,9.58756429353966e-05,0.646666666666667
"unequal",500,12,0,"Global alpha-beta model","departure_logloss",0.000135316950100618,1.87765714108745e-05,9.8514870135304e-05,0.000172119030065932,0.666666666666667
"unequal",500,12,0,"Global alpha-beta model","departure_brier",5.7424534122016e-05,8.48580034312234e-06,4.07923654494962e-05,7.40567027945357e-05,0.66
"unequal",500,12,0,"Global alpha-beta model","full_logloss",0.000135316950100627,1.87765714108746e-05,9.8514870135313e-05,0.000172119030065941,0.666666666666667
"unequal",500,12,0,"Global alpha-beta model","full_brier",7.26050779106065e-05,1.08806123952397e-05,5.12790776159366e-05,9.39310782052764e-05,0.673333333333333
"common",100,20,0,"Global alpha-beta model","departure_logloss",0.000491607101708034,5.38371715784252e-05,0.00038608624541432,0.000597127958001747,0.716666666666667
"common",100,20,0,"Global alpha-beta model","departure_brier",0.000204562306461051,2.27605692371661e-05,0.000159951590756206,0.000249173022165897,0.72
"common",100,20,0,"Global alpha-beta model","full_logloss",0.000491607101708025,5.38371715784251e-05,0.000386086245414312,0.000597127958001739,0.716666666666667
"common",100,20,0,"Global alpha-beta model","full_brier",0.000262297390538632,2.9467735682888e-05,0.000204540628600171,0.000320054152477092,0.73
"unequal",100,20,0,"Global alpha-beta model","departure_logloss",0.000452181899249812,6.23784091107862e-05,0.000329920217392671,0.000574443581106953,0.67
"unequal",100,20,0,"Global alpha-beta model","departure_brier",0.000204461298870007,2.90756281092647e-05,0.000147473067775849,0.000261449529964166,0.66
"unequal",100,20,0,"Global alpha-beta model","full_logloss",0.000452181899249816,6.23784091107862e-05,0.000329920217392676,0.000574443581106957,0.67
"unequal",100,20,0,"Global alpha-beta model","full_brier",0.000265400751162755,3.66752703185661e-05,0.000193517221338365,0.000337284280987144,0.663333333333333
"common",184,20,0,"Global alpha-beta model","departure_logloss",0.000221920797885388,2.95684197441685e-05,0.000163966695186818,0.000279874900583959,0.676666666666667
"common",184,20,0,"Global alpha-beta model","departure_brier",9.29935821032836e-05,1.24359406971963e-05,6.86191383367789e-05,0.000117368025869788,0.676666666666667
"common",184,20,0,"Global alpha-beta model","full_logloss",0.000221920797885399,2.95684197441682e-05,0.000163966695186829,0.000279874900583969,0.676666666666667
"common",184,20,0,"Global alpha-beta model","full_brier",0.000117239644102773,1.58658557044605e-05,8.61425669220305e-05,0.000148336721283516,0.686666666666667
"unequal",184,20,0,"Global alpha-beta model","departure_logloss",0.000257463496215887,3.1433449049085e-05,0.00019585393607968,0.000319073056352093,0.693333333333333
"unequal",184,20,0,"Global alpha-beta model","departure_brier",0.000115537365345615,1.45544255439104e-05,8.70106912795503e-05,0.000144064039411679,0.69
"unequal",184,20,0,"Global alpha-beta model","full_logloss",0.000257463496215893,3.1433449049085e-05,0.000195853936079686,0.000319073056352099,0.693333333333333
"unequal",184,20,0,"Global alpha-beta model","full_brier",0.000149198481190351,1.8745863738615e-05,0.000112456588262666,0.000185940374118036,0.68
"common",300,20,0,"Global alpha-beta model","departure_logloss",0.000142582939060295,1.77326309609751e-05,0.000107826982376783,0.000177338895743806,0.68
"common",300,20,0,"Global alpha-beta model","departure_brier",5.97667386653307e-05,7.54953372241157e-06,4.49696525694041e-05,7.45638247612574e-05,0.676666666666667
"common",300,20,0,"Global alpha-beta model","full_logloss",0.000142582939060298,1.77326309609751e-05,0.000107826982376787,0.00017733889574381,0.68
"common",300,20,0,"Global alpha-beta model","full_brier",7.69950802597082e-05,9.93025775182537e-06,5.75317750661305e-05,9.64583854532859e-05,0.686666666666667
"unequal",300,20,0,"Global alpha-beta model","departure_logloss",0.000119599668417389,1.85998853778101e-05,8.31438930768817e-05,0.000156055443757897,0.68
"unequal",300,20,0,"Global alpha-beta model","departure_brier",5.4544268054105e-05,8.71680054522416e-06,3.74593389854657e-05,7.16291971227443e-05,0.67
"unequal",300,20,0,"Global alpha-beta model","full_logloss",0.000119599668417378,1.859988537781e-05,8.31438930768707e-05,0.000156055443757886,0.68
"unequal",300,20,0,"Global alpha-beta model","full_brier",7.08649061301418e-05,1.12220009659114e-05,4.88697842369554e-05,9.28600280233282e-05,0.683333333333333
"common",500,20,0,"Global alpha-beta model","departure_logloss",7.45160210094198e-05,1.16968758099766e-05,5.15901444218656e-05,9.7441897596974e-05,0.65
"common",500,20,0,"Global alpha-beta model","departure_brier",3.13954496959407e-05,4.95366086299116e-06,2.1686274404478e-05,4.11046249874033e-05,0.65
"common",500,20,0,"Global alpha-beta model","full_logloss",7.45160210094076e-05,1.1696875809977e-05,5.15901444218526e-05,9.74418975969625e-05,0.65
"common",500,20,0,"Global alpha-beta model","full_brier",4.14574599936572e-05,6.42099116967108e-06,2.88723173011018e-05,5.40426026862125e-05,0.646666666666667
"unequal",500,20,0,"Global alpha-beta model","departure_logloss",9.08371261841208e-05,1.09244822489416e-05,6.94251409761953e-05,0.000112249111392046,0.676666666666667
"unequal",500,20,0,"Global alpha-beta model","departure_brier",4.09135783897137e-05,5.03170391502465e-06,3.10514387162654e-05,5.0775718063162e-05,0.686666666666667
"unequal",500,20,0,"Global alpha-beta model","full_logloss",9.08371261841164e-05,1.09244822489417e-05,6.94251409761906e-05,0.000112249111392042,0.676666666666667
"unequal",500,20,0,"Global alpha-beta model","full_brier",5.12936655293776e-05,6.38301695671641e-06,3.87829522942134e-05,6.38043787645417e-05,0.68
"common",100,8,0.25,"Global alpha-beta model","departure_logloss",0.00459633695852717,0.000231387826660805,0.00414281681827199,0.00504985709878235,0.9
"common",100,8,0.25,"Global alpha-beta model","departure_brier",0.00195975015910374,9.87958793978665e-05,0.00176611023548392,0.00215339008272356,0.9
"common",100,8,0.25,"Global alpha-beta model","full_logloss",0.00459633695852718,0.000231387826660804,0.004142816818272,0.00504985709878235,0.9
"common",100,8,0.25,"Global alpha-beta model","full_brier",0.0025140353288341,0.000128281849679083,0.0022626029034631,0.00276546775420511,0.89
"unequal",100,8,0.25,"Global alpha-beta model","departure_logloss",0.00506975175633781,0.000265922636805621,0.00454854338819879,0.00559096012447682,0.893333333333333
"unequal",100,8,0.25,"Global alpha-beta model","departure_brier",0.00228309445691785,0.000116730225592656,0.00205430321475624,0.00251188569907946,0.89
"unequal",100,8,0.25,"Global alpha-beta model","full_logloss",0.0050697517563378,0.000265922636805621,0.00454854338819878,0.00559096012447682,0.893333333333333
"unequal",100,8,0.25,"Global alpha-beta model","full_brier",0.00292115404689624,0.000147656489028407,0.00263174732840056,0.00321056076539192,0.89
"common",184,8,0.25,"Global alpha-beta model","departure_logloss",0.00390852814227277,0.000149921013664666,0.00361468295549002,0.00420237332905551,0.946666666666667
"common",184,8,0.25,"Global alpha-beta model","departure_brier",0.00174289722402715,6.75588209820158e-05,0.0016104819349024,0.00187531251315191,0.94
"common",184,8,0.25,"Global alpha-beta model","full_logloss",0.00390852814227277,0.000149921013664666,0.00361468295549002,0.00420237332905552,0.946666666666667
"common",184,8,0.25,"Global alpha-beta model","full_brier",0.00222340046448117,8.61576754995428e-05,0.00205453142050207,0.00239226950846028,0.936666666666667
"unequal",184,8,0.25,"Global alpha-beta model","departure_logloss",0.00411518600632509,0.000152655209031343,0.00381598179662366,0.00441439021602652,0.953333333333333
"unequal",184,8,0.25,"Global alpha-beta model","departure_brier",0.00193796722434761,7.25378801529639e-05,0.0017957929792478,0.00208014146944742,0.953333333333333
"unequal",184,8,0.25,"Global alpha-beta model","full_logloss",0.00411518600632509,0.000152655209031344,0.00381598179662366,0.00441439021602652,0.953333333333333
"unequal",184,8,0.25,"Global alpha-beta model","full_brier",0.00248978111009259,9.23194964999859e-05,0.00230883489695262,0.00267072732323257,0.953333333333333
"common",300,8,0.25,"Global alpha-beta model","departure_logloss",0.00360810535151289,0.00011471464554033,0.00338326464625384,0.00383294605677193,0.973333333333333
"common",300,8,0.25,"Global alpha-beta model","departure_brier",0.00162245442831658,5.17668412316136e-05,0.00152099141950262,0.00172391743713054,0.97
"common",300,8,0.25,"Global alpha-beta model","full_logloss",0.00360810535151289,0.000114714645540329,0.00338326464625385,0.00383294605677194,0.973333333333333
"common",300,8,0.25,"Global alpha-beta model","full_brier",0.00207399031623195,6.68454523334288e-05,0.00194297322965843,0.00220500740280547,0.973333333333333
"unequal",300,8,0.25,"Global alpha-beta model","departure_logloss",0.00399083165298744,0.000112768941117869,0.00376980452839642,0.00421185877757846,0.986666666666667
"unequal",300,8,0.25,"Global alpha-beta model","departure_brier",0.00189648084651112,5.37602978760037e-05,0.00179111066267415,0.00200185103034808,0.986666666666667
"unequal",300,8,0.25,"Global alpha-beta model","full_logloss",0.00399083165298745,0.00011276894111787,0.00376980452839643,0.00421185877757848,0.986666666666667
"unequal",300,8,0.25,"Global alpha-beta model","full_brier",0.00242957584474619,6.94144751264078e-05,0.00229352347349843,0.00256562821599395,0.986666666666667
"common",500,8,0.25,"Global alpha-beta model","departure_logloss",0.00353350218383807,8.56545845378168e-05,0.00336561919814395,0.00370138516953219,0.993333333333333
"common",500,8,0.25,"Global alpha-beta model","departure_brier",0.00159472832936868,3.88483519123158e-05,0.00151858555962054,0.00167087109911681,0.993333333333333
"common",500,8,0.25,"Global alpha-beta model","full_logloss",0.00353350218383808,8.56545845378168e-05,0.00336561919814396,0.0037013851695322,0.993333333333333
"common",500,8,0.25,"Global alpha-beta model","full_brier",0.00203749829837168,4.97774431651974e-05,0.00193993450976789,0.00213506208697547,0.993333333333333
"unequal",500,8,0.25,"Global alpha-beta model","departure_logloss",0.00377783345540223,9.30418555592088e-05,0.00359547141850618,0.00396019549229828,0.986666666666667
"unequal",500,8,0.25,"Global alpha-beta model","departure_brier",0.0018097770806488,4.47516073311418e-05,0.00172206393027976,0.00189749023101784,0.986666666666667
"unequal",500,8,0.25,"Global alpha-beta model","full_logloss",0.00377783345540223,9.3041855559209e-05,0.00359547141850618,0.00396019549229828,0.986666666666667
"unequal",500,8,0.25,"Global alpha-beta model","full_brier",0.00232309593187534,5.76162855322876e-05,0.00221016801223205,0.00243602385151862,0.986666666666667
"common",100,12,0.25,"Global alpha-beta model","departure_logloss",0.00441513749843572,0.00018219562526174,0.00405803407292272,0.00477224092394873,0.95
"common",100,12,0.25,"Global alpha-beta model","departure_brier",0.00195115633257519,7.94098282671974e-05,0.00179551306917149,0.0021067995959789,0.95
"common",100,12,0.25,"Global alpha-beta model","full_logloss",0.00441513749843573,0.000182195625261739,0.00405803407292272,0.00477224092394873,0.95
"common",100,12,0.25,"Global alpha-beta model","full_brier",0.00248273048128399,0.000102113764849533,0.00228258750217891,0.00268287346038908,0.956666666666667
"unequal",100,12,0.25,"Global alpha-beta model","departure_logloss",0.004773595237179,0.000207907359694179,0.00436609681217841,0.00518109366217959,0.94
"unequal",100,12,0.25,"Global alpha-beta model","departure_brier",0.0022288656527295,9.72528542743562e-05,0.00203825005835176,0.00241948124710724,0.933333333333333
"unequal",100,12,0.25,"Global alpha-beta model","full_logloss",0.00477359523717902,0.000207907359694179,0.00436609681217843,0.00518109366217961,0.94
"unequal",100,12,0.25,"Global alpha-beta model","full_brier",0.00285941161876875,0.000125147907460355,0.00261412172014646,0.00310470151739105,0.933333333333333
"common",184,12,0.25,"Global alpha-beta model","departure_logloss",0.00399715485491592,0.000120695409191078,0.0037605918529014,0.00423371785693043,0.983333333333333
"common",184,12,0.25,"Global alpha-beta model","departure_brier",0.00179840139080624,5.4351434801034e-05,0.00169187257859621,0.00190493020301626,0.983333333333333
"common",184,12,0.25,"Global alpha-beta model","full_logloss",0.00399715485491591,0.000120695409191077,0.0037605918529014,0.00423371785693042,0.983333333333333
"common",184,12,0.25,"Global alpha-beta model","full_brier",0.00229505138804005,6.97812274350976e-05,0.00215828018226725,0.00243182259381284,0.98
"unequal",184,12,0.25,"Global alpha-beta model","departure_logloss",0.00453127893071128,0.000127417565120428,0.00428154050307524,0.00478101735834732,0.966666666666667
"unequal",184,12,0.25,"Global alpha-beta model","departure_brier",0.00216040589561285,6.12006190835181e-05,0.00204045268220916,0.00228035910901655,0.966666666666667
"unequal",184,12,0.25,"Global alpha-beta model","full_logloss",0.00453127893071127,0.000127417565120428,0.00428154050307523,0.00478101735834731,0.966666666666667
"unequal",184,12,0.25,"Global alpha-beta model","full_brier",0.00274289360426926,7.81635642799145e-05,0.00258969301828062,0.00289609419025789,0.973333333333333
"common",300,12,0.25,"Global alpha-beta model","departure_logloss",0.00376784219653475,9.49832733978593e-05,0.00358167498067494,0.00395400941239455,0.983333333333333
"common",300,12,0.25,"Global alpha-beta model","departure_brier",0.00170543913588232,4.33597969066521e-05,0.00162045393394528,0.00179042433781936,0.986666666666667
"common",300,12,0.25,"Global alpha-beta model","full_logloss",0.00376784219653475,9.49832733978586e-05,0.00358167498067494,0.00395400941239455,0.983333333333333
