"baseline_design","n_processes","mean_length","beta_true","comparator","metric","mean_advantage","standard_error","ci_lower","ci_upper","win_rate"
"unequal",500,20,0.25,"Dual-clock model","departure_logloss",4.90317766116892e-05,7.03541285921536e-06,3.52423674076271e-05,6.28211858157513e-05,0.636666666666667
"unequal",500,20,0.25,"Dual-clock model","departure_brier",2.28715717862401e-05,3.2582406681215e-06,1.64854200767219e-05,2.92577234957582e-05,0.626666666666667
"unequal",500,20,0.25,"Dual-clock model","full_logloss",4.90317766116936e-05,7.03541285921591e-06,3.52423674076304e-05,6.28211858157568e-05,0.636666666666667
"unequal",500,20,0.25,"Dual-clock model","full_brier",2.91628441267489e-05,4.11248261795948e-06,2.11023781955483e-05,3.72233100579494e-05,0.636666666666667
"common",100,8,0.52,"Dual-clock model","departure_logloss",0.000857087174251719,0.000102687616996218,0.000655819444939133,0.00105835490356431,0.656666666666667
"common",100,8,0.52,"Dual-clock model","departure_brier",0.000361100309908129,4.40902600692634e-05,0.000274683400172373,0.000447517219643886,0.64
"common",100,8,0.52,"Dual-clock model","full_logloss",0.000857087174251717,0.000102687616996218,0.00065581944493913,0.0010583549035643,0.656666666666667
"common",100,8,0.52,"Dual-clock model","full_brier",0.000463206904191547,5.64399629890877e-05,0.000352584576732935,0.000573829231650158,0.65
"unequal",100,8,0.52,"Dual-clock model","departure_logloss",0.000895934960092383,0.00011650797532839,0.00066757932844874,0.00112429059173603,0.65
"unequal",100,8,0.52,"Dual-clock model","departure_brier",0.000352012223538996,4.68483988567152e-05,0.000260189361779834,0.000443835085298158,0.633333333333333
"unequal",100,8,0.52,"Dual-clock model","full_logloss",0.000895934960092381,0.00011650797532839,0.000667579328448737,0.00112429059173602,0.65
"unequal",100,8,0.52,"Dual-clock model","full_brier",0.00044819619897791,5.89729842231812e-05,0.000332609149900474,0.000563783248055345,0.64
"common",184,8,0.52,"Dual-clock model","departure_logloss",0.000361725298110071,5.04424724546958e-05,0.000262858052098867,0.000460592544121275,0.683333333333333
"common",184,8,0.52,"Dual-clock model","departure_brier",0.000155199270405991,2.17993747912122e-05,0.000112472495815215,0.000197926044996767,0.673333333333333
"common",184,8,0.52,"Dual-clock model","full_logloss",0.000361725298110071,5.04424724546964e-05,0.000262858052098866,0.000460592544121276,0.683333333333333
"common",184,8,0.52,"Dual-clock model","full_brier",0.000196806784472822,2.85589508305168e-05,0.000140831240845009,0.000252782328100635,0.673333333333333
"unequal",184,8,0.52,"Dual-clock model","departure_logloss",0.000401974773870348,4.75837558889692e-05,0.000308710612327968,0.000495238935412728,0.653333333333333
"unequal",184,8,0.52,"Dual-clock model","departure_brier",0.000183698074857817,2.1521662755073e-05,0.000141515615857874,0.000225880533857761,0.653333333333333
"unequal",184,8,0.52,"Dual-clock model","full_logloss",0.000401974773870342,4.75837558889689e-05,0.000308710612327963,0.000495238935412721,0.653333333333333
"unequal",184,8,0.52,"Dual-clock model","full_brier",0.000240210981827211,2.79468453868026e-05,0.000185435164869078,0.000294986798785344,0.653333333333333
"common",300,8,0.52,"Dual-clock model","departure_logloss",0.000280637963883626,3.25451993159529e-05,0.000216849373224358,0.000344426554542893,0.66
"common",300,8,0.52,"Dual-clock model","departure_brier",0.000119771478076093,1.38632187991532e-05,9.25995692297522e-05,0.000146943386922433,0.663333333333333
"common",300,8,0.52,"Dual-clock model","full_logloss",0.000280637963883627,3.25451993159535e-05,0.000216849373224358,0.000344426554542896,0.66
"common",300,8,0.52,"Dual-clock model","full_brier",0.000150786288767999,1.76942307942684e-05,0.000116105596411233,0.000185466981124765,0.666666666666667
"unequal",300,8,0.52,"Dual-clock model","departure_logloss",0.000175088240275354,2.60197838698807e-05,0.000124089463890388,0.00022608701666032,0.61
"unequal",300,8,0.52,"Dual-clock model","departure_brier",7.67233259990298e-05,1.20327278042629e-05,5.31391795026745e-05,0.000100307472495385,0.583333333333333
"unequal",300,8,0.52,"Dual-clock model","full_logloss",0.000175088240275351,2.60197838698811e-05,0.000124089463890384,0.000226087016660318,0.61
"unequal",300,8,0.52,"Dual-clock model","full_brier",9.77612460876687e-05,1.53285519394364e-05,6.77172842863734e-05,0.000127805207888964,0.593333333333333
"common",500,8,0.52,"Dual-clock model","departure_logloss",0.000128823944346504,1.91830019859034e-05,9.12252604541338e-05,0.000166422628238875,0.643333333333333
"common",500,8,0.52,"Dual-clock model","departure_brier",5.62420774884807e-05,8.36045967408916e-06,3.98555765272659e-05,7.26285784496954e-05,0.646666666666667
"common",500,8,0.52,"Dual-clock model","full_logloss",0.000128823944346501,1.91830019859039e-05,9.12252604541295e-05,0.000166422628238873,0.643333333333333
"common",500,8,0.52,"Dual-clock model","full_brier",7.13104654023759e-05,1.06352419870812e-05,5.04653911076967e-05,9.2155539697055e-05,0.65
"unequal",500,8,0.52,"Dual-clock model","departure_logloss",0.000116914596886573,1.60259378688129e-05,8.55037586636997e-05,0.000148325435109446,0.656666666666667
"unequal",500,8,0.52,"Dual-clock model","departure_brier",5.33496066210411e-05,7.38266447561839e-06,3.88795842488291e-05,6.78196289932532e-05,0.653333333333333
"unequal",500,8,0.52,"Dual-clock model","full_logloss",0.000116914596886565,1.60259378688131e-05,8.55037586636915e-05,0.000148325435109439,0.656666666666667
"unequal",500,8,0.52,"Dual-clock model","full_brier",6.74669923520332e-05,9.68883756572389e-06,4.84768707232144e-05,8.64571139808521e-05,0.646666666666667
"common",100,12,0.52,"Dual-clock model","departure_logloss",0.000458879590883678,6.24145796248251e-05,0.00033654701481902,0.000581212166948335,0.66
"common",100,12,0.52,"Dual-clock model","departure_brier",0.000199487566413911,2.7011782210661e-05,0.000146544473281015,0.000252430659546807,0.653333333333333
"common",100,12,0.52,"Dual-clock model","full_logloss",0.00045887959088367,6.24145796248253e-05,0.000336547014819013,0.000581212166948328,0.66
"common",100,12,0.52,"Dual-clock model","full_brier",0.000257511444517433,3.55713651318569e-05,0.000187791568858994,0.000327231320175873,0.653333333333333
"unequal",100,12,0.52,"Dual-clock model","departure_logloss",0.000572195479867042,7.67632325601147e-05,0.000421739544049217,0.000722651415684867,0.663333333333333
"unequal",100,12,0.52,"Dual-clock model","departure_brier",0.000253767550195186,3.46888801498337e-05,0.000185777345101512,0.00032175775528886,0.656666666666667
"unequal",100,12,0.52,"Dual-clock model","full_logloss",0.000572195479867053,7.67632325601141e-05,0.00042173954404923,0.000722651415684877,0.663333333333333
"unequal",100,12,0.52,"Dual-clock model","full_brier",0.000322343712290523,4.39450890286257e-05,0.000236211337794416,0.000408476086786629,0.663333333333333
"common",184,12,0.52,"Dual-clock model","departure_logloss",0.000243694440193234,3.14470236134236e-05,0.000182058273910924,0.000305330606475545,0.68
"common",184,12,0.52,"Dual-clock model","departure_brier",0.000106656293339628,1.36693529248489e-05,7.98643616069244e-05,0.000133448225072332,0.683333333333333
"common",184,12,0.52,"Dual-clock model","full_logloss",0.000243694440193226,3.14470236134238e-05,0.000182058273910915,0.000305330606475536,0.68
"common",184,12,0.52,"Dual-clock model","full_brier",0.000139227905925136,1.78311545325893e-05,0.000104278843041261,0.000174176968809011,0.696666666666667
"unequal",184,12,0.52,"Dual-clock model","departure_logloss",0.000214155552016922,3.01560410734137e-05,0.000155049711513031,0.000273261392520813,0.666666666666667
"unequal",184,12,0.52,"Dual-clock model","departure_brier",9.73779026207963e-05,1.37262865217361e-05,7.04743810381935e-05,0.000124281424203399,0.666666666666667
"unequal",184,12,0.52,"Dual-clock model","full_logloss",0.00021415555201692,3.01560410734136e-05,0.000155049711513029,0.000273261392520811,0.666666666666667
"unequal",184,12,0.52,"Dual-clock model","full_brier",0.000123374065162506,1.77543368624596e-05,8.85755649120851e-05,0.000158172565412927,0.66
"common",300,12,0.52,"Dual-clock model","departure_logloss",0.000129591468985611,2.03809787017888e-05,8.96447507301054e-05,0.000169538187241118,0.616666666666667
"common",300,12,0.52,"Dual-clock model","departure_brier",5.54728590155025e-05,8.87194565832351e-06,3.80838455251884e-05,7.28618725058165e-05,0.61
"common",300,12,0.52,"Dual-clock model","full_logloss",0.000129591468985621,2.03809787017891e-05,8.96447507301141e-05,0.000169538187241127,0.616666666666667
"common",300,12,0.52,"Dual-clock model","full_brier",7.19368655174035e-05,1.13666010242669e-05,4.96583275098405e-05,9.42154035249666e-05,0.633333333333333
"unequal",300,12,0.52,"Dual-clock model","departure_logloss",0.000140003468844632,1.94783221715573e-05,0.000101825957388379,0.000178180980300884,0.663333333333333
"unequal",300,12,0.52,"Dual-clock model","departure_brier",6.09876534606016e-05,8.92312617250914e-06,4.34983261624837e-05,7.84769807587195e-05,0.67
"unequal",300,12,0.52,"Dual-clock model","full_logloss",0.000140003468844646,1.94783221715572e-05,0.000101825957388394,0.000178180980300898,0.663333333333333
"unequal",300,12,0.52,"Dual-clock model","full_brier",7.63374306649215e-05,1.14428963435211e-05,5.39093538316202e-05,9.87655074982229e-05,0.663333333333333
"common",500,12,0.52,"Dual-clock model","departure_logloss",8.43802844794961e-05,1.13123307297319e-05,6.22081162492215e-05,0.000106552452709771,0.633333333333333
"common",500,12,0.52,"Dual-clock model","departure_brier",3.70757499096192e-05,4.95067338224665e-06,2.73724300804157e-05,4.67790697388226e-05,0.643333333333333
"common",500,12,0.52,"Dual-clock model","full_logloss",8.43802844795024e-05,1.1312330729732e-05,6.22081162492277e-05,0.000106552452709777,0.633333333333333
"common",500,12,0.52,"Dual-clock model","full_brier",4.6312412394938e-05,6.34140590277979e-06,3.38832568254896e-05,5.87415679643864e-05,0.623333333333333
"unequal",500,12,0.52,"Dual-clock model","departure_logloss",9.36316182997184e-05,1.20806439609517e-05,6.9953556136253e-05,0.000117309680463184,0.686666666666667
"unequal",500,12,0.52,"Dual-clock model","departure_brier",4.29399557865839e-05,5.71248169890933e-06,3.17434916567217e-05,5.41364199164462e-05,0.676666666666667
"unequal",500,12,0.52,"Dual-clock model","full_logloss",9.36316182997232e-05,1.20806439609518e-05,6.99535561362577e-05,0.000117309680463189,0.686666666666667
"unequal",500,12,0.52,"Dual-clock model","full_brier",5.42924334145508e-05,7.2403081077167e-06,4.01014295234261e-05,6.84834373056755e-05,0.676666666666667
"common",100,20,0.52,"Dual-clock model","departure_logloss",0.000273438716445558,3.84640424297355e-05,0.000198049193283276,0.00034882823960784,0.683333333333333
"common",100,20,0.52,"Dual-clock model","departure_brier",0.000117856765685325,1.68989258778035e-05,8.47348709648305e-05,0.00015097866040582,0.676666666666667
"common",100,20,0.52,"Dual-clock model","full_logloss",0.000273438716445566,3.84640424297356e-05,0.000198049193283284,0.000348828239607848,0.683333333333333
"common",100,20,0.52,"Dual-clock model","full_brier",0.000151934991124911,2.18545723672194e-05,0.000109100029285161,0.000194769952964661,0.673333333333333
"unequal",100,20,0.52,"Dual-clock model","departure_logloss",0.000210532117590291,3.96007454442e-05,0.000132914656519659,0.000288149578660923,0.606666666666667
"unequal",100,20,0.52,"Dual-clock model","departure_brier",9.55056614072952e-05,1.81661740657459e-05,5.98999602384332e-05,0.000131111362576157,0.596666666666667
"unequal",100,20,0.52,"Dual-clock model","full_logloss",0.000210532117590295,3.96007454441993e-05,0.000132914656519664,0.000288149578660926,0.606666666666667
"unequal",100,20,0.52,"Dual-clock model","full_brier",0.000121100871034539,2.29496293750806e-05,7.61195974593808e-05,0.000166082144609697,0.586666666666667
"common",184,20,0.52,"Dual-clock model","departure_logloss",0.000120010939336075,1.79154094764473e-05,8.48967367622381e-05,0.000155125141909912,0.626666666666667
"common",184,20,0.52,"Dual-clock model","departure_brier",5.30671410870379e-05,7.83696868345186e-06,3.77066824674722e-05,6.84275997066035e-05,0.63
"common",184,20,0.52,"Dual-clock model","full_logloss",0.00012001093933607,1.79154094764478e-05,8.48967367622327e-05,0.000155125141909908,0.626666666666667
"common",184,20,0.52,"Dual-clock model","full_brier",6.8458903189094e-05,1.01266945809774e-05,4.86105818103784e-05,8.83072245678097e-05,0.63
"unequal",184,20,0.52,"Dual-clock model","departure_logloss",0.000169085224413281,2.11466012590911e-05,0.000127637885945463,0.0002105325628811,0.653333333333333
"unequal",184,20,0.52,"Dual-clock model","departure_brier",7.82564992285904e-05,9.59171856292169e-06,5.94567308452639e-05,9.70562676119169e-05,0.65
"unequal",184,20,0.52,"Dual-clock model","full_logloss",0.000169085224413293,2.11466012590915e-05,0.000127637885945474,0.000210532562881112,0.653333333333333
"unequal",184,20,0.52,"Dual-clock model","full_brier",9.97247653620722e-05,1.24120570031699e-05,7.53971336358592e-05,0.000124052397088285,0.673333333333333
"common",300,20,0.52,"Dual-clock model","departure_logloss",7.52929606697039e-05,1.11974478137042e-05,5.33459629548437e-05,9.72399583845642e-05,0.616666666666667
"common",300,20,0.52,"Dual-clock model","departure_brier",3.24834483030672e-05,4.85655038130812e-06,2.29646095557033e-05,4.20022870504311e-05,0.616666666666667
"common",300,20,0.52,"Dual-clock model","full_logloss",7.52929606697106e-05,1.11974478137042e-05,5.33459629548503e-05,9.72399583845709e-05,0.616666666666667
"common",300,20,0.52,"Dual-clock model","full_brier",4.11446150552001e-05,6.11350073727441e-06,2.91621536101423e-05,5.31270765002579e-05,0.62
"unequal",300,20,0.52,"Dual-clock model","departure_logloss",7.53843314210693e-05,1.23790701480539e-05,5.11213539308837e-05,9.96473089112549e-05,0.61
"unequal",300,20,0.52,"Dual-clock model","departure_brier",3.43237834166685e-05,5.63482042857313e-06,2.32795353766651e-05,4.53680314566718e-05,0.606666666666667
"unequal",300,20,0.52,"Dual-clock model","full_logloss",7.53843314210682e-05,1.2379070148054e-05,5.11213539308824e-05,9.9647308911254e-05,0.61
"unequal",300,20,0.52,"Dual-clock model","full_brier",4.52506210919849e-05,7.40020878594116e-06,3.07462118715402e-05,5.97550303124296e-05,0.61
"common",500,20,0.52,"Dual-clock model","departure_logloss",5.79564143919157e-05,7.37100848383285e-06,4.35092377636033e-05,7.24035910202281e-05,0.673333333333333
"common",500,20,0.52,"Dual-clock model","departure_brier",2.5248270392484e-05,3.21138000939618e-06,1.89539655740675e-05,3.15425752109005e-05,0.676666666666667
"common",500,20,0.52,"Dual-clock model","full_logloss",5.7956414391905e-05,7.37100848383287e-06,4.35092377635926e-05,7.24035910202174e-05,0.673333333333333
"common",500,20,0.52,"Dual-clock model","full_brier",3.24562401525634e-05,4.11260041423324e-06,2.43955433406662e-05,4.05169369644605e-05,0.673333333333333
"unequal",500,20,0.52,"Dual-clock model","departure_logloss",4.53690371959981e-05,6.83878578760561e-06,3.19650170522911e-05,5.8773057339705e-05,0.596666666666667
"unequal",500,20,0.52,"Dual-clock model","departure_brier",2.03523811864825e-05,3.17710847149237e-06,1.41252485823575e-05,2.65795137906076e-05,0.59
"unequal",500,20,0.52,"Dual-clock model","full_logloss",4.53690371960029e-05,6.83878578760568e-06,3.19650170522957e-05,5.877305733971e-05,0.596666666666667
"unequal",500,20,0.52,"Dual-clock model","full_brier",2.61193665534383e-05,4.17531008302758e-06,1.79357587907043e-05,3.43029743161724e-05,0.596666666666667
"common",100,8,0.8,"Dual-clock model","departure_logloss",0.000748038295207061,0.000108337878913306,0.000535696052536982,0.000960380537877141,0.633333333333333
"common",100,8,0.8,"Dual-clock model","departure_brier",0.000312544899057489,4.55305643883096e-05,0.000223304992856402,0.000401784805258576,0.643333333333333
"common",100,8,0.8,"Dual-clock model","full_logloss",0.000748038295207063,0.000108337878913306,0.000535696052536984,0.000960380537877142,0.633333333333333
"common",100,8,0.8,"Dual-clock model","full_brier",0.00039934564350258,5.89466877539812e-05,0.000283810135504777,0.000514881151500383,0.65
