"baseline_design","n_processes","mean_length","beta_true","model","successful_replications","departure_logloss_mean","departure_logloss_sd","departure_brier_mean","departure_brier_sd","calibration_intercept_mean","calibration_slope_mean","full_logloss_mean","full_brier_mean"
"common",184,8,0.25,"Dual-clock model",300,0.633907582729362,0.00930858594088825,0.220923300230072,0.00439987037551842,0.289593249999758,0.587665414351977,1.57325939913356,0.767903710969223
"common",184,8,0.25,"Global alpha-beta model",300,0.637456673138911,0.00940854364547099,0.222512699254193,0.00445561268724694,0.687191179386424,0.0326130592337542,1.57680848954311,0.76992985290707
"common",184,8,0.25,"Origin-specific homogeneous",300,0.636878403073843,0.00927913370239801,0.222267517148159,0.0044103606954281,0.753284606644889,-0.0595118553354025,1.57623021947804,0.76961638641295
"common",184,8,0.25,"Spline spell-age model",300,0.634610963112563,0.00969430698709049,0.221171335781766,0.0044820203597094,0.332377801246916,0.529414282871272,1.57396277951676,0.768217828617472
"common",184,8,0.25,"Stage-Spell SPAOM",300,0.633548144996638,0.00928430193928262,0.220769802030166,0.00439294475169422,0.257971504928812,0.632565927538371,1.57289996140084,0.767706452442589
"common",184,8,0.52,"Dual-clock model",300,0.641761094667038,0.0098121021797732,0.224797310554654,0.0046306730706833,0.0419130846370615,0.904585366810685,1.53328592240373,0.748179618023815
"common",184,8,0.52,"Global alpha-beta model",300,0.658430362674754,0.00991707433728772,0.232702062636422,0.00471618734464093,0.399076021688957,0.278675392223949,1.54995519041145,0.758259574362642
"common",184,8,0.52,"Origin-specific homogeneous",300,0.658758063814626,0.00970087183353623,0.232863657178281,0.00464730516684041,0.560936430933597,-0.00417082833321752,1.55028289155132,0.758463262717754
"common",184,8,0.52,"Spline spell-age model",300,0.64226083050747,0.00993464338996196,0.225048837896711,0.00468925453759212,0.0558232810407347,0.88004200141637,1.53378565824417,0.748511662418445
"common",184,8,0.52,"Stage-Spell SPAOM",300,0.641399369368928,0.00972443480477776,0.224642111284248,0.0045962894003775,0.0314326996925484,0.923371260791802,1.53292419710562,0.747982811239342
"common",184,8,0.8,"Dual-clock model",300,0.634937856020979,0.00948605485327311,0.221549079474626,0.00443655311841545,0.00596195238914423,0.965210830279512,1.46851304857778,0.713599169011305
"common",184,8,0.8,"Global alpha-beta model",300,0.675950163085363,0.00825467489574296,0.241374085519547,0.00393065655540273,0.173387347770645,0.531184635733627,1.50952535564216,0.73887535868396
"common",184,8,0.8,"Origin-specific homogeneous",300,0.679489204519677,0.00780307373065954,0.243077717398624,0.00376828738965005,0.398006558773023,-0.041153176211658,1.51306439707648,0.741068983200007
"common",184,8,0.8,"Spline spell-age model",300,0.635379245007786,0.00951848801018632,0.221738837727666,0.00444759953249663,0.00977428286434711,0.95579833370749,1.46895443756458,0.713843672512625
"common",184,8,0.8,"Stage-Spell SPAOM",300,0.634585667812697,0.0093774089292048,0.22139785348614,0.0043917634647664,0.00318711793641212,0.972534014519128,1.4681608603695,0.713408312581971
"common",184,12,0,"Dual-clock model",300,0.619320042127353,0.00854502535306363,0.213888183668767,0.00401295540915462,0.825866434202571,-0.0182480028261812,1.58683357550173,0.774291162252539
"common",184,12,0,"Global alpha-beta model",300,0.619200007923168,0.00854887365592581,0.213839436854903,0.00401904194910145,0.814218488719846,-0.00318795160592111,1.58671354129755,0.774228127702013
"common",184,12,0,"Origin-specific homogeneous",300,0.618732493372533,0.00851336002402736,0.213644476777283,0.0040071458613209,0.812828575548281,-0.00218280285328296,1.58624602674691,0.773976933774834
"common",184,12,0,"Spline spell-age model",299,0.619578581218413,0.008676653011936,0.213931781167392,0.00403905493420417,0.811959403794935,-0.00231570620698975,1.58716136781413,0.774384175146621
"common",184,12,0,"Stage-Spell SPAOM",300,0.618832332899954,0.00850781419386586,0.213687902278287,0.00400440919471762,0.832943362770817,-0.0266413100891649,1.58634586627433,0.774032249934683
"common",184,12,0.25,"Dual-clock model",300,0.633701485334201,0.0078584954189769,0.2208857149984,0.0037236099364296,0.172728063735472,0.745625056622118,1.56816588693789,0.765907132154785
"common",184,12,0.25,"Global alpha-beta model",300,0.63749274558345,0.00798891776354059,0.222596366068063,0.00379303997394771,0.624125673305349,0.108174623441022,1.57195714718714,0.768089488675097
"common",184,12,0.25,"Origin-specific homogeneous",300,0.637152509044956,0.00807887380434775,0.222450758938356,0.00384005999630053,0.684467195339049,0.0234295846743981,1.57161691064864,0.767897721718289
"common",184,12,0.25,"Spline spell-age model",300,0.634055263620352,0.00795545068832115,0.221042420533333,0.00376244580958695,0.206638412071793,0.69771680398696,1.56851966522404,0.766105913659873
